Timestamp,Milliseconds,centimeters
2020-05-28 07:52:38,1,5.000305
2020-05-28 07:52:38,101,5.000305
2020-05-28 07:52:38,202,5.000305
2020-05-28 07:52:38,301,5.000305
2020-05-28 07:52:38,401,5.000305
2020-05-28 07:52:38,502,5.000305
2020-05-28 07:52:38,601,5.000305
2020-05-28 07:52:38,701,5.000305
2020-05-28 07:52:38,802,5.000305
2020-05-28 07:52:38,901,5.000305
2020-05-28 07:52:39,1001,5.000305
2020-05-28 07:52:39,1102,5.000305
2020-05-28 07:52:39,1201,5.000305
2020-05-28 07:52:39,1301,5.000305
2020-05-28 07:52:39,1402,5.000305
2020-05-28 07:52:39,1501,5.000305
2020-05-28 07:52:39,1601,5.000305
2020-05-28 07:52:39,1702,5.000305
2020-05-28 07:52:39,1801,5.000305
2020-05-28 07:52:39,1901,5.000305
2020-05-28 07:52:40,2002,5.000305
2020-05-28 07:52:40,2101,5.000305
2020-05-28 07:52:40,2201,5.000305
2020-05-28 07:52:40,2302,5.000305
2020-05-28 07:52:40,2401,5.000305
2020-05-28 07:52:40,2501,5.000305
2020-05-28 07:52:40,2602,5.000305
2020-05-28 07:52:40,2701,5.000305
2020-05-28 07:52:40,2801,5.000305
2020-05-28 07:52:40,2902,5.000305
2020-05-28 07:52:41,3001,5.000305
2020-05-28 07:52:41,3102,5.000305
2020-05-28 07:52:41,3201,5.000305
2020-05-28 07:52:41,3301,5.000305
2020-05-28 07:52:41,3402,5.000305
2020-05-28 07:52:41,3501,5.000305
2020-05-28 07:52:41,3601,5.000305
2020-05-28 07:52:41,3702,5.000305
2020-05-28 07:52:41,3801,5.000305
2020-05-28 07:52:41,3902,5.000305
2020-05-28 07:52:42,4001,5.000305
2020-05-28 07:52:42,4101,5.000305
2020-05-28 07:52:42,4202,5.000305
2020-05-28 07:52:42,4301,5.000305
2020-05-28 07:52:42,4401,5.000305
2020-05-28 07:52:42,4502,5.000305
2020-05-28 07:52:42,4601,5.000305
2020-05-28 07:52:42,4702,5.000305
2020-05-28 07:52:42,4801,5.000305
2020-05-28 07:52:42,4901,5.000305
2020-05-28 07:52:43,5001,5.000305
2020-05-28 07:52:43,5102,5.000305
2020-05-28 07:52:43,5201,5.000305
2020-05-28 07:52:43,5301,5.000305
2020-05-28 07:52:43,5402,5.000305
2020-05-28 07:52:43,5501,5.000305
2020-05-28 07:52:43,5601,5.000305
2020-05-28 07:52:43,5701,5.000305
2020-05-28 07:52:43,5801,5.000305
2020-05-28 07:52:43,5901,5.000305
2020-05-28 07:52:44,6001,5.000305
2020-05-28 07:52:44,6102,5.000305
2020-05-28 07:52:44,6201,5.000305
2020-05-28 07:52:44,6301,5.000305
