Timestamp,Milliseconds,centimeters
2020-05-23 13:17:23,2,5.000305
2020-05-23 13:17:23,101,5.000305
2020-05-23 13:17:23,201,5.000305
2020-05-23 13:17:24,302,5.000305
2020-05-23 13:17:24,401,5.000305
2020-05-23 13:17:24,501,5.000305
2020-05-23 13:17:24,602,5.000305
2020-05-23 13:17:24,701,5.000305
2020-05-23 13:17:24,802,5.000305
2020-05-23 13:17:24,901,5.000305
2020-05-23 13:17:24,1002,5.000305
2020-05-23 13:17:24,1101,5.000305
2020-05-23 13:17:24,1201,5.000305
2020-05-23 13:17:25,1301,5.000305
2020-05-23 13:17:25,1402,5.000305
2020-05-23 13:17:25,1501,5.000305
2020-05-23 13:17:25,1601,5.000305
2020-05-23 13:17:25,1702,5.000305
2020-05-23 13:17:25,1801,5.000305
2020-05-23 13:17:25,1902,5.000305
2020-05-23 13:17:25,2001,5.000305
2020-05-23 13:17:25,2101,5.000305
2020-05-23 13:17:25,2202,5.000305
2020-05-23 13:17:26,2301,5.000305
2020-05-23 13:17:26,2402,5.000305
2020-05-23 13:17:26,2501,5.000305
2020-05-23 13:17:26,2601,5.000305
2020-05-23 13:17:26,2701,5.000305
2020-05-23 13:17:26,2801,5.000305
2020-05-23 13:17:26,2901,5.000305
2020-05-23 13:17:26,3002,5.000305
2020-05-23 13:17:26,3101,5.000305
2020-05-23 13:17:26,3201,5.000305
2020-05-23 13:17:27,3302,5.000305
2020-05-23 13:17:27,3401,5.000305
2020-05-23 13:17:27,3502,5.000305
2020-05-23 13:17:27,3601,5.000305
2020-05-23 13:17:27,3701,5.000305
2020-05-23 13:17:27,3802,5.000305
2020-05-23 13:17:27,3901,5.000305
2020-05-23 13:17:27,4002,5.000305
2020-05-23 13:17:27,4101,5.000305
2020-05-23 13:17:27,4201,5.000305
2020-05-23 13:17:28,4302,5.000305
2020-05-23 13:17:28,4401,5.000305
2020-05-23 13:17:28,4501,5.000305
2020-05-23 13:17:28,4602,5.000305
2020-05-23 13:17:28,4701,5.000305
2020-05-23 13:17:28,4802,5.000305
2020-05-23 13:17:28,4901,5.000305
2020-05-23 13:17:28,5001,5.000305
2020-05-23 13:17:28,5102,5.000305
2020-05-23 13:17:28,5201,5.000305
2020-05-23 13:17:29,5301,5.000305
2020-05-23 13:17:29,5402,5.000305
2020-05-23 13:17:29,5501,5.000305
2020-05-23 13:17:29,5601,5.000305
2020-05-23 13:17:29,5702,5.000305
2020-05-23 13:17:29,5801,5.000305
2020-05-23 13:17:29,5902,5.000305
2020-05-23 13:17:29,6001,5.000305
2020-05-23 13:17:29,6102,5.000305
2020-05-23 13:17:29,6201,5.000305
2020-05-23 13:17:30,6302,5.000305
2020-05-23 13:17:30,6401,5.000305
2020-05-23 13:17:30,6502,5.000305
2020-05-23 13:17:30,6601,5.000305
2020-05-23 13:17:30,6701,5.000305
2020-05-23 13:17:30,6802,5.000305
2020-05-23 13:17:30,6901,5.000305
2020-05-23 13:17:30,7001,5.000305
2020-05-23 13:17:30,7102,5.000305
2020-05-23 13:17:30,7201,5.000305
2020-05-23 13:17:31,7301,5.000305
2020-05-23 13:17:31,7402,5.000305
2020-05-23 13:17:31,7501,5.000305
2020-05-23 13:17:31,7602,5.000305
2020-05-23 13:17:31,7701,5.000305
2020-05-23 13:17:31,7802,5.000305
2020-05-23 13:17:31,7901,5.000305
2020-05-23 13:17:31,8001,5.000305
2020-05-23 13:17:31,8101,5.000305
2020-05-23 13:17:31,8201,5.000305
2020-05-23 13:17:32,8301,5.000305
2020-05-23 13:17:32,8402,5.000305
2020-05-23 13:17:32,8501,5.000305
2020-05-23 13:17:32,8602,5.000305
2020-05-23 13:17:32,8701,5.000305
2020-05-23 13:17:32,8801,5.000305
2020-05-23 13:17:32,8902,5.000305
2020-05-23 13:17:32,9001,5.000305
2020-05-23 13:17:32,9102,5.000305
2020-05-23 13:17:32,9201,5.000305
2020-05-23 13:17:33,9302,5.000305
2020-05-23 13:17:33,9401,5.000305
2020-05-23 13:17:33,9501,5.000305
2020-05-23 13:17:33,9602,5.000305
2020-05-23 13:17:33,9701,5.000305
2020-05-23 13:17:33,9801,5.000305
2020-05-23 13:17:33,9902,5.000305
2020-05-23 13:17:33,10001,5.000305
2020-05-23 13:17:33,10102,5.000305
2020-05-23 13:17:33,10201,5.000305
2020-05-23 13:17:34,10301,5.000305
2020-05-23 13:17:34,10402,5.000305
2020-05-23 13:17:34,10501,5.000305
2020-05-23 13:17:34,10602,5.000305
2020-05-23 13:17:34,10701,5.000305
2020-05-23 13:17:34,10801,5.000305
2020-05-23 13:17:34,10901,5.000305
2020-05-23 13:17:34,11002,5.000305
2020-05-23 13:17:34,11101,5.000305
2020-05-23 13:17:34,11201,5.000305
2020-05-23 13:17:35,11301,5.000305
2020-05-23 13:17:35,11402,5.000305
2020-05-23 13:17:35,11501,5.000305
2020-05-23 13:17:35,11601,5.000305
2020-05-23 13:17:35,11701,5.000305
2020-05-23 13:17:35,11801,5.000305
2020-05-23 13:17:35,11902,5.000305
2020-05-23 13:17:35,12001,5.000305
2020-05-23 13:17:35,12102,5.000305
2020-05-23 13:17:35,12201,5.000305
2020-05-23 13:17:36,12301,5.000305
2020-05-23 13:17:36,12402,5.000305
2020-05-23 13:17:36,12501,5.000305
2020-05-23 13:17:36,12601,5.000305
2020-05-23 13:17:36,12702,5.000305
2020-05-23 13:17:36,12801,5.000305
2020-05-23 13:17:36,12902,5.000305
2020-05-23 13:17:36,13001,5.000305
2020-05-23 13:17:36,13101,5.000305
2020-05-23 13:17:36,13202,5.000305
2020-05-23 13:17:37,13301,5.000305
2020-05-23 13:17:37,13402,5.000305
2020-05-23 13:17:37,13501,5.000305
2020-05-23 13:17:37,13601,5.000305
2020-05-23 13:17:37,13702,5.000305
2020-05-23 13:17:37,13801,5.000305
