Timestamp,Milliseconds,centimeters
2020-05-26 20:29:43,1,5.000305
2020-05-26 20:29:43,101,5.000305
2020-05-26 20:29:43,202,5.000305
2020-05-26 20:29:43,301,5.000305
2020-05-26 20:29:43,401,5.000305
2020-05-26 20:29:43,502,5.000305
2020-05-26 20:29:43,601,5.000305
2020-05-26 20:29:43,701,5.000305
2020-05-26 20:29:44,801,5.000305
2020-05-26 20:29:44,901,5.000305
2020-05-26 20:29:44,1001,5.000305
2020-05-26 20:29:44,1102,5.000305
2020-05-26 20:29:44,1201,5.000305
2020-05-26 20:29:44,1301,5.000305
2020-05-26 20:29:44,1402,5.000305
2020-05-26 20:29:44,1501,5.000305
2020-05-26 20:29:44,1601,5.000305
2020-05-26 20:29:44,1701,5.000305
2020-05-26 20:29:45,1801,5.000305
2020-05-26 20:29:45,1901,5.000305
2020-05-26 20:29:45,2002,5.000305
2020-05-26 20:29:45,2101,5.000305
2020-05-26 20:29:45,2201,5.000305
2020-05-26 20:29:45,2302,5.000305
2020-05-26 20:29:45,2401,5.000305
2020-05-26 20:29:45,2501,5.000305
2020-05-26 20:29:45,2602,5.000305
2020-05-26 20:29:45,2701,5.000305
2020-05-26 20:29:46,2801,5.000305
2020-05-26 20:29:46,2902,5.000305
2020-05-26 20:29:46,3001,5.000305
2020-05-26 20:29:46,3102,5.000305
2020-05-26 20:29:46,3201,5.000305
2020-05-26 20:29:46,3301,5.000305
2020-05-26 20:29:46,3402,5.000305
2020-05-26 20:29:46,3501,5.000305
2020-05-26 20:29:46,3601,5.000305
2020-05-26 20:29:46,3702,5.000305
2020-05-26 20:29:47,3801,5.000305
2020-05-26 20:29:47,3901,5.000305
2020-05-26 20:29:47,4002,5.000305
2020-05-26 20:29:47,4101,5.000305
2020-05-26 20:29:47,4201,5.000305
2020-05-26 20:29:47,4302,5.000305
2020-05-26 20:29:47,4401,5.000305
2020-05-26 20:29:47,4501,5.000305
2020-05-26 20:29:47,4602,5.000305
2020-05-26 20:29:47,4701,5.000305
2020-05-26 20:29:48,4801,5.000305
2020-05-26 20:29:48,4901,5.000305
2020-05-26 20:29:48,5001,5.000305
2020-05-26 20:29:48,5102,5.000305
2020-05-26 20:29:48,5201,5.000305
2020-05-26 20:29:48,5301,5.000305
2020-05-26 20:29:48,5402,5.000305
2020-05-26 20:29:48,5501,5.000305
2020-05-26 20:29:48,5601,5.000305
2020-05-26 20:29:48,5702,5.000305
2020-05-26 20:29:49,5801,5.000305
2020-05-26 20:29:49,5902,5.000305
2020-05-26 20:29:49,6001,5.000305
2020-05-26 20:29:49,6101,5.000305
2020-05-26 20:29:49,6202,5.000305
2020-05-26 20:29:49,6301,5.000305
2020-05-26 20:29:49,6401,5.000305
2020-05-26 20:29:49,6502,5.000305
2020-05-26 20:29:49,6601,5.000305
2020-05-26 20:29:49,6701,5.000305
2020-05-26 20:29:50,6802,5.000305
2020-05-26 20:29:50,6901,5.000305
2020-05-26 20:29:50,7002,5.000305
2020-05-26 20:29:50,7101,5.000305
2020-05-26 20:29:50,7201,5.000305
2020-05-26 20:29:50,7302,5.000305
2020-05-26 20:29:50,7401,5.000305
2020-05-26 20:29:50,7501,5.000305
2020-05-26 20:29:50,7602,5.000305
2020-05-26 20:29:50,7701,5.000305
2020-05-26 20:29:51,7801,5.000305
2020-05-26 20:29:51,7902,5.000305
2020-05-26 20:29:51,8001,5.000305
2020-05-26 20:29:51,8101,5.000305
2020-05-26 20:29:51,8202,5.000305
2020-05-26 20:29:51,8301,5.000305
2020-05-26 20:29:51,8402,5.000305
2020-05-26 20:29:51,8501,5.000305
2020-05-26 20:29:51,8601,5.000305
2020-05-26 20:29:51,8702,5.000305
2020-05-26 20:29:52,8801,5.000305
2020-05-26 20:29:52,8901,5.000305
2020-05-26 20:29:52,9002,5.000305
2020-05-26 20:29:52,9101,5.000305
2020-05-26 20:29:52,9201,5.000305
2020-05-26 20:29:52,9302,5.000305
2020-05-26 20:29:52,9401,5.000305
2020-05-26 20:29:52,9502,5.000305
2020-05-26 20:29:52,9601,5.000305
2020-05-26 20:29:52,9701,5.000305
2020-05-26 20:29:53,9802,5.000305
2020-05-26 20:29:53,9901,5.000305
2020-05-26 20:29:53,10001,5.000305
2020-05-26 20:29:53,10101,5.000305
2020-05-26 20:29:53,10202,5.000305
2020-05-26 20:29:53,10301,5.000305
2020-05-26 20:29:53,10401,5.000305
2020-05-26 20:29:53,10502,5.000305
2020-05-26 20:29:53,10601,5.000305
2020-05-26 20:29:53,10701,5.000305
2020-05-26 20:29:54,10801,5.000305
2020-05-26 20:29:54,10902,5.000305
2020-05-26 20:29:54,11001,5.000305
2020-05-26 20:29:54,11101,5.000305
2020-05-26 20:29:54,11201,5.000305
2020-05-26 20:29:54,11302,5.000305
2020-05-26 20:29:54,11401,5.000305
2020-05-26 20:29:54,11502,5.000305
2020-05-26 20:29:54,11601,5.000305
2020-05-26 20:29:54,11701,5.000305
2020-05-26 20:29:55,11802,5.000305
2020-05-26 20:29:55,11901,5.000305
2020-05-26 20:29:55,12001,5.000305
2020-05-26 20:29:55,12102,5.000305
2020-05-26 20:29:55,12201,5.000305
2020-05-26 20:29:55,12301,5.000305
2020-05-26 20:29:55,12402,5.000305
2020-05-26 20:29:55,12501,5.000305
2020-05-26 20:29:55,12602,5.000305
